customer_id,persona
242,gradual_churner
243,casual
244,casual
245,loyal
246,gradual_churner
247,casual
248,loyal
249,sudden_churner
250,loyal
251,one_and_done
252,casual
253,loyal
254,loyal
255,one_and_done
256,casual
257,gradual_churner
258,one_and_done
259,gradual_churner
260,casual
261,loyal
262,sudden_churner
263,loyal
264,loyal
265,casual
266,loyal
267,casual
268,one_and_done
269,sudden_churner
270,casual
271,sudden_churner
272,loyal
273,casual
274,sudden_churner
275,gradual_churner
276,loyal
277,one_and_done
278,sudden_churner
279,gradual_churner
280,sudden_churner
281,gradual_churner
282,sudden_churner
283,one_and_done
284,one_and_done
285,loyal
286,one_and_done
287,sudden_churner
288,one_and_done
289,one_and_done
290,gradual_churner
291,casual
292,gradual_churner
293,casual
294,loyal
295,gradual_churner
296,gradual_churner
297,gradual_churner
298,gradual_churner
299,one_and_done
300,casual
301,sudden_churner
302,casual
303,casual
304,loyal
305,casual
306,loyal
307,casual
308,gradual_churner
309,casual
310,loyal
311,loyal
312,gradual_churner
313,gradual_churner
314,sudden_churner
315,casual
316,one_and_done
317,casual
318,casual
319,gradual_churner
320,one_and_done
321,sudden_churner
322,gradual_churner
323,loyal
324,loyal
325,one_and_done
326,gradual_churner
327,one_and_done
328,sudden_churner
329,loyal
330,gradual_churner
331,sudden_churner
332,sudden_churner
333,gradual_churner
334,one_and_done
335,one_and_done
336,sudden_churner
337,gradual_churner
338,sudden_churner
339,gradual_churner
340,one_and_done
341,casual
342,gradual_churner
343,casual
344,loyal
345,loyal
346,loyal
347,gradual_churner
348,casual
349,sudden_churner
350,loyal
351,gradual_churner
352,gradual_churner
353,one_and_done
354,gradual_churner
355,casual
356,gradual_churner
357,gradual_churner
358,gradual_churner
359,sudden_churner
360,casual
361,sudden_churner
362,gradual_churner
363,casual
364,loyal
365,sudden_churner
366,casual
367,one_and_done
368,sudden_churner
369,loyal
370,casual
371,casual
372,gradual_churner
373,loyal
374,casual
375,casual
376,sudden_churner
377,one_and_done
378,sudden_churner
379,loyal
380,loyal
381,loyal
382,casual
383,casual
384,one_and_done
385,gradual_churner
386,casual
387,gradual_churner
388,sudden_churner
389,one_and_done
390,sudden_churner
391,gradual_churner
392,gradual_churner
393,gradual_churner
394,casual
395,casual
396,casual
397,loyal
398,gradual_churner
399,one_and_done
400,casual
401,gradual_churner
402,gradual_churner
403,loyal
404,one_and_done
405,one_and_done
406,gradual_churner
407,casual
408,gradual_churner
409,casual
410,loyal
411,one_and_done
412,one_and_done
413,casual
414,sudden_churner
415,casual
416,gradual_churner
417,casual
418,gradual_churner
419,sudden_churner
420,casual
421,one_and_done
422,casual
423,sudden_churner
424,casual
425,casual
426,sudden_churner
427,sudden_churner
428,casual
429,casual
430,gradual_churner
431,loyal
432,loyal
433,sudden_churner
434,gradual_churner
435,loyal
436,one_and_done
437,loyal
438,casual
439,loyal
440,loyal
441,one_and_done
442,gradual_churner
443,gradual_churner
444,gradual_churner
445,sudden_churner
446,casual
447,sudden_churner
448,casual
449,casual
450,gradual_churner
451,sudden_churner
452,casual
453,casual
454,loyal
455,loyal
456,sudden_churner
457,sudden_churner
458,gradual_churner
459,one_and_done
460,one_and_done
461,casual
462,casual
463,gradual_churner
464,casual
465,one_and_done
466,loyal
467,sudden_churner
468,loyal
469,casual
470,one_and_done
471,sudden_churner
472,gradual_churner
473,one_and_done
474,one_and_done
475,gradual_churner
476,sudden_churner
477,sudden_churner
478,casual
479,loyal
480,casual
481,gradual_churner
482,loyal
483,casual
484,gradual_churner
485,one_and_done
486,gradual_churner
487,gradual_churner
488,sudden_churner
489,loyal
490,one_and_done
491,loyal
492,loyal
493,casual
494,sudden_churner
495,one_and_done
496,sudden_churner
497,loyal
498,one_and_done
499,sudden_churner
500,sudden_churner
501,gradual_churner
502,sudden_churner
503,casual
504,gradual_churner
505,gradual_churner
506,one_and_done
507,gradual_churner
508,sudden_churner
509,loyal
510,loyal
511,casual
512,loyal
513,sudden_churner
514,sudden_churner
515,gradual_churner
516,casual
517,gradual_churner
518,gradual_churner
519,gradual_churner
520,gradual_churner
521,loyal
522,sudden_churner
523,casual
524,loyal
525,casual
526,gradual_churner
527,gradual_churner
528,one_and_done
529,sudden_churner
530,casual
531,loyal
532,gradual_churner
533,one_and_done
534,sudden_churner
535,sudden_churner
536,one_and_done
537,one_and_done
538,gradual_churner
539,one_and_done
540,sudden_churner
541,gradual_churner
542,gradual_churner
543,gradual_churner
544,loyal
545,gradual_churner
546,casual
547,sudden_churner
548,casual
549,casual
550,sudden_churner
551,casual
552,loyal
553,casual
554,gradual_churner
555,casual
556,sudden_churner
557,gradual_churner
558,gradual_churner
559,loyal
560,loyal
561,casual
562,loyal
563,loyal
564,sudden_churner
565,sudden_churner
566,loyal
567,casual
568,casual
569,one_and_done
570,gradual_churner
571,casual
572,one_and_done
573,one_and_done
574,casual
575,gradual_churner
576,casual
577,one_and_done
578,casual
579,loyal
580,gradual_churner
581,sudden_churner
582,casual
583,casual
584,gradual_churner
585,loyal
586,gradual_churner
587,loyal
588,casual
589,loyal
590,loyal
591,casual
592,casual
593,one_and_done
594,loyal
595,sudden_churner
596,gradual_churner
597,one_and_done
598,loyal
599,loyal
600,loyal
601,sudden_churner
602,sudden_churner
603,loyal
604,gradual_churner
605,casual
606,gradual_churner
607,one_and_done
608,gradual_churner
609,gradual_churner
610,casual
611,gradual_churner
612,casual
613,casual
614,one_and_done
615,one_and_done
616,sudden_churner
617,one_and_done
618,casual
619,gradual_churner
620,loyal
621,casual
622,one_and_done
623,loyal
624,casual
625,loyal
626,gradual_churner
627,one_and_done
628,loyal
629,casual
630,casual
631,one_and_done
632,one_and_done
633,one_and_done
634,gradual_churner
635,one_and_done
636,one_and_done
637,loyal
638,one_and_done
639,loyal
640,loyal
641,casual
642,one_and_done
643,loyal
644,one_and_done
645,loyal
646,gradual_churner
647,one_and_done
648,sudden_churner
649,casual
650,gradual_churner
651,casual
652,one_and_done
653,one_and_done
654,loyal
655,gradual_churner
656,loyal
657,casual
658,casual
659,casual
660,loyal
661,one_and_done
662,one_and_done
663,gradual_churner
664,casual
665,sudden_churner
666,gradual_churner
667,loyal
668,sudden_churner
669,gradual_churner
670,casual
671,loyal
672,one_and_done
673,sudden_churner
674,gradual_churner
675,gradual_churner
676,gradual_churner
677,one_and_done
678,loyal
679,one_and_done
680,casual
681,casual
682,gradual_churner
683,casual
684,casual
685,loyal
686,sudden_churner
687,casual
688,casual
689,casual
690,sudden_churner
691,gradual_churner
692,gradual_churner
693,one_and_done
694,loyal
695,loyal
696,sudden_churner
697,one_and_done
698,loyal
699,gradual_churner
700,loyal
701,casual
702,gradual_churner
703,gradual_churner
704,sudden_churner
705,gradual_churner
706,gradual_churner
707,casual
708,loyal
709,gradual_churner
710,loyal
711,loyal
712,casual
713,loyal
714,casual
715,gradual_churner
716,loyal
717,one_and_done
718,casual
719,loyal
720,sudden_churner
721,gradual_churner
722,casual
723,gradual_churner
724,casual
725,loyal
726,gradual_churner
727,casual
728,gradual_churner
729,gradual_churner
730,one_and_done
731,sudden_churner
732,one_and_done
733,one_and_done
734,loyal
735,casual
736,casual
737,one_and_done
738,gradual_churner
739,loyal
740,loyal
741,gradual_churner
742,loyal
743,loyal
744,gradual_churner
745,casual
746,casual
747,one_and_done
748,loyal
749,loyal
750,one_and_done
751,gradual_churner
752,gradual_churner
753,gradual_churner
754,casual
755,gradual_churner
756,gradual_churner
757,loyal
758,gradual_churner
759,one_and_done
760,gradual_churner
761,sudden_churner
762,gradual_churner
763,gradual_churner
764,gradual_churner
765,one_and_done
766,one_and_done
767,loyal
768,gradual_churner
769,one_and_done
770,one_and_done
771,casual
772,casual
773,gradual_churner
774,gradual_churner
775,sudden_churner
776,loyal
777,sudden_churner
778,loyal
779,one_and_done
780,gradual_churner
781,one_and_done
782,sudden_churner
783,casual
784,gradual_churner
785,gradual_churner
786,sudden_churner
787,gradual_churner
788,one_and_done
789,casual
790,sudden_churner
791,one_and_done
792,sudden_churner
793,one_and_done
794,one_and_done
795,casual
796,casual
797,casual
798,sudden_churner
799,gradual_churner
800,one_and_done
801,one_and_done
802,casual
803,casual
804,one_and_done
805,sudden_churner
806,gradual_churner
807,loyal
808,sudden_churner
809,gradual_churner
810,one_and_done
811,one_and_done
812,one_and_done
813,gradual_churner
814,gradual_churner
815,loyal
816,one_and_done
817,sudden_churner
818,casual
819,casual
820,gradual_churner
821,sudden_churner
822,one_and_done
823,sudden_churner
824,casual
825,loyal
826,sudden_churner
827,loyal
828,one_and_done
829,one_and_done
830,sudden_churner
831,gradual_churner
832,gradual_churner
833,loyal
834,loyal
835,casual
836,gradual_churner
837,sudden_churner
838,sudden_churner
839,sudden_churner
840,casual
841,one_and_done
842,one_and_done
843,gradual_churner
844,loyal
845,casual
846,gradual_churner
847,casual
848,gradual_churner
849,loyal
850,gradual_churner
851,sudden_churner
852,casual
853,gradual_churner
854,gradual_churner
855,sudden_churner
856,loyal
857,one_and_done
858,gradual_churner
859,sudden_churner
860,sudden_churner
861,loyal
862,loyal
863,casual
864,casual
865,gradual_churner
866,casual
867,one_and_done
868,loyal
869,one_and_done
870,sudden_churner
871,gradual_churner
872,casual
873,loyal
874,gradual_churner
875,gradual_churner
876,loyal
877,loyal
878,loyal
879,casual
880,gradual_churner
881,gradual_churner
882,one_and_done
883,casual
884,casual
885,casual
886,casual
887,sudden_churner
888,loyal
889,gradual_churner
890,gradual_churner
891,gradual_churner
892,gradual_churner
893,loyal
894,casual
895,sudden_churner
896,gradual_churner
897,casual
898,one_and_done
899,gradual_churner
900,casual
901,gradual_churner
902,sudden_churner
903,loyal
904,loyal
905,one_and_done
906,loyal
907,gradual_churner
908,gradual_churner
909,sudden_churner
910,sudden_churner
911,casual
912,casual
913,casual
914,casual
915,casual
916,casual
917,one_and_done
918,loyal
919,casual
920,casual
921,gradual_churner
922,casual
923,sudden_churner
924,gradual_churner
925,gradual_churner
926,casual
927,gradual_churner
928,one_and_done
929,gradual_churner
930,sudden_churner
931,gradual_churner
932,gradual_churner
933,loyal
934,one_and_done
935,gradual_churner
936,casual
937,sudden_churner
938,casual
939,loyal
940,one_and_done
941,sudden_churner
942,loyal
943,loyal
944,casual
945,casual
946,casual
947,gradual_churner
948,one_and_done
949,casual
950,sudden_churner
951,casual
952,loyal
953,sudden_churner
954,one_and_done
955,gradual_churner
956,gradual_churner
957,sudden_churner
958,casual
959,one_and_done
960,casual
961,sudden_churner
962,loyal
963,casual
964,gradual_churner
965,gradual_churner
966,loyal
967,gradual_churner
968,gradual_churner
969,loyal
970,sudden_churner
971,loyal
972,casual
973,gradual_churner
974,casual
975,casual
976,sudden_churner
977,loyal
978,casual
979,casual
980,sudden_churner
981,sudden_churner
982,one_and_done
983,gradual_churner
984,gradual_churner
985,loyal
986,loyal
987,gradual_churner
988,gradual_churner
989,loyal
990,one_and_done
991,one_and_done
992,casual
993,gradual_churner
994,one_and_done
995,sudden_churner
996,loyal
997,casual
998,gradual_churner
999,one_and_done
1000,casual
1001,casual
1002,casual
1003,gradual_churner
1004,loyal
1005,sudden_churner
1006,casual
1007,casual
1008,casual
1009,casual
1010,sudden_churner
1011,gradual_churner
1012,gradual_churner
1013,gradual_churner
1014,sudden_churner
1015,loyal
1016,casual
1017,gradual_churner
1018,gradual_churner
1019,casual
1020,casual
1021,gradual_churner
1022,sudden_churner
1023,one_and_done
1024,gradual_churner
1025,one_and_done
1026,casual
1027,loyal
1028,sudden_churner
1029,casual
1030,gradual_churner
1031,gradual_churner
1032,one_and_done
1033,casual
1034,one_and_done
1035,sudden_churner
1036,sudden_churner
1037,gradual_churner
1038,casual
1039,sudden_churner
1040,sudden_churner
1041,loyal
1042,one_and_done
1043,gradual_churner
1044,loyal
1045,one_and_done
1046,casual
1047,one_and_done
1048,one_and_done
1049,sudden_churner
1050,casual
1051,loyal
1052,casual
1053,gradual_churner
1054,casual
1055,sudden_churner
1056,casual
1057,gradual_churner
1058,loyal
1059,casual
1060,sudden_churner
1061,sudden_churner
1062,gradual_churner
1063,casual
1064,gradual_churner
1065,casual
1066,gradual_churner
1067,casual
1068,gradual_churner
1069,one_and_done
1070,casual
1071,casual
1072,loyal
1073,casual
1074,one_and_done
1075,one_and_done
1076,casual
1077,gradual_churner
1078,casual
1079,casual
1080,casual
1081,loyal
1082,sudden_churner
1083,casual
1084,sudden_churner
1085,gradual_churner
1086,one_and_done
1087,loyal
1088,sudden_churner
1089,gradual_churner
1090,loyal
1091,one_and_done
1092,gradual_churner
1093,casual
1094,casual
1095,sudden_churner
1096,sudden_churner
1097,sudden_churner
1098,sudden_churner
1099,one_and_done
1100,gradual_churner
1101,gradual_churner
1102,casual
1103,loyal
1104,loyal
1105,one_and_done
1106,gradual_churner
1107,casual
1108,casual
1109,loyal
1110,one_and_done
1111,sudden_churner
1112,gradual_churner
1113,one_and_done
1114,casual
1115,loyal
1116,casual
1117,loyal
1118,loyal
1119,one_and_done
1120,one_and_done
1121,gradual_churner
1122,casual
1123,loyal
1124,one_and_done
1125,sudden_churner
1126,casual
1127,sudden_churner
1128,loyal
1129,loyal
1130,casual
1131,gradual_churner
1132,gradual_churner
1133,one_and_done
1134,gradual_churner
1135,casual
1136,casual
1137,loyal
1138,loyal
1139,one_and_done
1140,gradual_churner
1141,loyal
1142,gradual_churner
1143,casual
1144,casual
1145,one_and_done
1146,loyal
1147,one_and_done
1148,gradual_churner
1149,casual
1150,one_and_done
1151,casual
1152,one_and_done
1153,gradual_churner
1154,loyal
1155,casual
1156,gradual_churner
1157,loyal
1158,casual
1159,casual
1160,casual
1161,one_and_done
1162,loyal
1163,sudden_churner
1164,sudden_churner
1165,casual
1166,loyal
1167,loyal
1168,casual
1169,sudden_churner
1170,casual
1171,sudden_churner
1172,casual
1173,casual
1174,sudden_churner
1175,one_and_done
1176,gradual_churner
1177,casual
1178,casual
1179,gradual_churner
1180,one_and_done
1181,one_and_done
1182,gradual_churner
1183,one_and_done
1184,casual
1185,casual
1186,casual
1187,casual
1188,loyal
1189,gradual_churner
1190,casual
1191,casual
1192,sudden_churner
1193,one_and_done
1194,loyal
1195,casual
1196,loyal
1197,loyal
1198,sudden_churner
1199,gradual_churner
1200,gradual_churner
1201,gradual_churner
1202,one_and_done
1203,one_and_done
1204,gradual_churner
1205,one_and_done
1206,gradual_churner
1207,casual
1208,casual
1209,loyal
1210,gradual_churner
1211,casual
1212,one_and_done
1213,gradual_churner
1214,loyal
1215,one_and_done
1216,one_and_done
1217,sudden_churner
1218,gradual_churner
1219,one_and_done
1220,sudden_churner
1221,casual
1222,one_and_done
1223,casual
1224,gradual_churner
1225,casual
1226,casual
1227,sudden_churner
1228,one_and_done
1229,gradual_churner
1230,one_and_done
1231,loyal
1232,loyal
1233,one_and_done
1234,loyal
1235,gradual_churner
1236,sudden_churner
1237,casual
1238,one_and_done
1239,casual
1240,sudden_churner
1241,gradual_churner
1242,one_and_done
1243,casual
1244,gradual_churner
1245,casual
1246,gradual_churner
1247,sudden_churner
1248,gradual_churner
1249,gradual_churner
1250,loyal
1251,gradual_churner
1252,casual
1253,loyal
1254,sudden_churner
1255,gradual_churner
1256,loyal
1257,loyal
1258,one_and_done
1259,gradual_churner
1260,gradual_churner
1261,loyal
1262,one_and_done
1263,gradual_churner
1264,sudden_churner
1265,sudden_churner
1266,casual
1267,casual
1268,casual
1269,one_and_done
1270,gradual_churner
1271,gradual_churner
1272,gradual_churner
1273,casual
1274,casual
1275,gradual_churner
1276,casual
1277,one_and_done
1278,sudden_churner
1279,casual
1280,loyal
1281,one_and_done
1282,casual
1283,loyal
1284,loyal
1285,gradual_churner
1286,sudden_churner
1287,sudden_churner
1288,loyal
1289,sudden_churner
1290,casual
1291,gradual_churner
1292,one_and_done
1293,casual
1294,loyal
1295,loyal
1296,loyal
1297,gradual_churner
1298,sudden_churner
1299,gradual_churner
1300,gradual_churner
1301,sudden_churner
1302,gradual_churner
1303,gradual_churner
1304,casual
1305,loyal
1306,loyal
1307,casual
1308,loyal
1309,loyal
1310,casual
1311,loyal
1312,one_and_done
1313,sudden_churner
1314,casual
1315,sudden_churner
1316,gradual_churner
1317,one_and_done
1318,casual
1319,casual
1320,casual
1321,one_and_done
1322,loyal
1323,casual
1324,sudden_churner
1325,sudden_churner
1326,loyal
1327,casual
1328,loyal
1329,sudden_churner
1330,gradual_churner
1331,loyal
1332,casual
1333,loyal
1334,one_and_done
1335,casual
1336,one_and_done
1337,casual
1338,casual
1339,gradual_churner
1340,sudden_churner
1341,gradual_churner
1342,gradual_churner
1343,casual
1344,one_and_done
1345,loyal
1346,sudden_churner
1347,sudden_churner
1348,casual
1349,casual
1350,gradual_churner
1351,loyal
1352,casual
1353,loyal
1354,gradual_churner
1355,casual
1356,gradual_churner
1357,sudden_churner
1358,casual
1359,one_and_done
1360,sudden_churner
1361,loyal
1362,sudden_churner
1363,gradual_churner
1364,one_and_done
1365,loyal
1366,sudden_churner
1367,loyal
1368,casual
1369,sudden_churner
1370,one_and_done
1371,one_and_done
1372,one_and_done
1373,one_and_done
1374,casual
1375,gradual_churner
1376,one_and_done
1377,sudden_churner
1378,sudden_churner
1379,casual
1380,casual
1381,gradual_churner
1382,loyal
1383,casual
1384,gradual_churner
1385,sudden_churner
1386,gradual_churner
1387,casual
1388,loyal
1389,one_and_done
1390,loyal
1391,sudden_churner
1392,loyal
1393,one_and_done
1394,casual
1395,one_and_done
1396,one_and_done
1397,one_and_done
1398,casual
1399,gradual_churner
1400,casual
1401,one_and_done
1402,casual
1403,loyal
1404,loyal
1405,gradual_churner
1406,gradual_churner
1407,casual
1408,casual
1409,gradual_churner
1410,one_and_done
1411,sudden_churner
1412,one_and_done
1413,loyal
1414,one_and_done
1415,casual
1416,sudden_churner
1417,gradual_churner
1418,gradual_churner
1419,sudden_churner
1420,gradual_churner
1421,casual
1422,casual
1423,gradual_churner
1424,loyal
1425,sudden_churner
1426,one_and_done
1427,sudden_churner
1428,one_and_done
1429,casual
1430,sudden_churner
1431,casual
1432,casual
1433,gradual_churner
1434,gradual_churner
1435,casual
1436,one_and_done
1437,gradual_churner
1438,gradual_churner
1439,casual
1440,loyal
1441,gradual_churner
1442,gradual_churner
1443,loyal
1444,loyal
1445,sudden_churner
1446,gradual_churner
1447,gradual_churner
1448,casual
1449,gradual_churner
1450,casual
1451,sudden_churner
1452,gradual_churner
1453,casual
1454,one_and_done
1455,casual
1456,casual
1457,casual
1458,casual
1459,sudden_churner
1460,one_and_done
1461,gradual_churner
1462,loyal
1463,casual
1464,casual
1465,one_and_done
1466,sudden_churner
1467,sudden_churner
1468,loyal
1469,one_and_done
1470,one_and_done
1471,loyal
1472,gradual_churner
1473,gradual_churner
1474,sudden_churner
1475,casual
1476,loyal
1477,gradual_churner
1478,one_and_done
1479,sudden_churner
1480,casual
1481,gradual_churner
1482,sudden_churner
1483,sudden_churner
1484,loyal
1485,gradual_churner
1486,gradual_churner
1487,casual
1488,sudden_churner
1489,loyal
1490,sudden_churner
1491,loyal
1492,gradual_churner
1493,one_and_done
1494,gradual_churner
1495,loyal
1496,sudden_churner
1497,loyal
1498,sudden_churner
1499,sudden_churner
1500,gradual_churner
1501,loyal
1502,casual
1503,gradual_churner
1504,casual
1505,gradual_churner
1506,one_and_done
1507,gradual_churner
1508,gradual_churner
1509,gradual_churner
1510,casual
1511,gradual_churner
1512,casual
1513,gradual_churner
1514,gradual_churner
1515,casual
1516,casual
1517,sudden_churner
1518,one_and_done
1519,loyal
1520,casual
1521,casual
1522,sudden_churner
1523,sudden_churner
1524,gradual_churner
1525,loyal
1526,gradual_churner
1527,casual
1528,loyal
1529,loyal
1530,loyal
1531,sudden_churner
1532,one_and_done
1533,casual
1534,casual
1535,casual
1536,gradual_churner
1537,loyal
1538,gradual_churner
1539,casual
1540,one_and_done
1541,gradual_churner
1542,loyal
1543,sudden_churner
1544,loyal
1545,loyal
1546,loyal
1547,one_and_done
1548,casual
1549,gradual_churner
1550,casual
1551,sudden_churner
1552,loyal
1553,loyal
1554,gradual_churner
1555,one_and_done
1556,gradual_churner
1557,sudden_churner
1558,casual
1559,loyal
1560,loyal
1561,gradual_churner
1562,sudden_churner
1563,loyal
1564,sudden_churner
1565,gradual_churner
1566,casual
1567,loyal
1568,sudden_churner
1569,gradual_churner
1570,gradual_churner
1571,sudden_churner
1572,gradual_churner
1573,gradual_churner
1574,gradual_churner
1575,casual
1576,gradual_churner
1577,casual
1578,sudden_churner
1579,gradual_churner
1580,casual
1581,one_and_done
1582,casual
1583,gradual_churner
1584,loyal
1585,gradual_churner
1586,gradual_churner
1587,gradual_churner
1588,gradual_churner
1589,gradual_churner
1590,loyal
1591,gradual_churner
1592,loyal
1593,sudden_churner
1594,sudden_churner
1595,loyal
1596,gradual_churner
1597,loyal
1598,casual
1599,one_and_done
1600,loyal
1601,loyal
1602,casual
1603,loyal
1604,sudden_churner
1605,casual
1606,gradual_churner
1607,loyal
1608,loyal
1609,casual
1610,one_and_done
1611,casual
1612,gradual_churner
1613,sudden_churner
1614,loyal
1615,sudden_churner
1616,sudden_churner
1617,loyal
1618,casual
1619,gradual_churner
1620,loyal
1621,loyal
1622,casual
1623,gradual_churner
1624,loyal
1625,gradual_churner
1626,gradual_churner
1627,gradual_churner
1628,one_and_done
1629,casual
1630,gradual_churner
1631,casual
1632,loyal
1633,loyal
1634,one_and_done
1635,sudden_churner
1636,sudden_churner
1637,one_and_done
1638,one_and_done
1639,gradual_churner
1640,casual
1641,one_and_done
1642,casual
1643,gradual_churner
1644,loyal
1645,sudden_churner
1646,gradual_churner
1647,gradual_churner
1648,sudden_churner
1649,one_and_done
1650,one_and_done
1651,casual
1652,sudden_churner
1653,one_and_done
1654,loyal
1655,loyal
1656,one_and_done
1657,sudden_churner
1658,loyal
1659,loyal
1660,loyal
1661,casual
1662,gradual_churner
1663,sudden_churner
1664,loyal
1665,one_and_done
1666,casual
1667,casual
1668,one_and_done
1669,one_and_done
1670,gradual_churner
1671,gradual_churner
1672,one_and_done
1673,loyal
1674,gradual_churner
1675,one_and_done
1676,casual
1677,one_and_done
1678,gradual_churner
1679,gradual_churner
1680,gradual_churner
1681,loyal
1682,gradual_churner
1683,gradual_churner
1684,gradual_churner
1685,sudden_churner
1686,one_and_done
1687,one_and_done
1688,casual
1689,one_and_done
1690,gradual_churner
1691,one_and_done
1692,casual
1693,casual
1694,sudden_churner
1695,casual
1696,sudden_churner
1697,gradual_churner
1698,sudden_churner
1699,sudden_churner
1700,sudden_churner
1701,gradual_churner
1702,sudden_churner
1703,loyal
1704,loyal
1705,gradual_churner
1706,casual
1707,casual
1708,sudden_churner
1709,one_and_done
1710,one_and_done
1711,casual
1712,casual
1713,one_and_done
1714,casual
1715,gradual_churner
1716,gradual_churner
1717,loyal
1718,one_and_done
1719,one_and_done
1720,gradual_churner
1721,gradual_churner
1722,casual
1723,loyal
1724,sudden_churner
1725,loyal
1726,loyal
1727,gradual_churner
1728,sudden_churner
1729,sudden_churner
1730,loyal
1731,gradual_churner
1732,casual
1733,one_and_done
1734,loyal
1735,gradual_churner
1736,one_and_done
1737,loyal
1738,gradual_churner
1739,sudden_churner
1740,gradual_churner
1741,casual
1742,gradual_churner
1743,loyal
1744,casual
1745,one_and_done
1746,gradual_churner
1747,loyal
1748,gradual_churner
1749,sudden_churner
1750,sudden_churner
1751,casual
1752,loyal
1753,gradual_churner
1754,one_and_done
1755,sudden_churner
1756,sudden_churner
1757,casual
1758,gradual_churner
1759,gradual_churner
1760,sudden_churner
1761,gradual_churner
1762,casual
1763,gradual_churner
1764,loyal
1765,loyal
1766,sudden_churner
1767,casual
1768,gradual_churner
1769,casual
1770,gradual_churner
1771,gradual_churner
1772,gradual_churner
1773,one_and_done
1774,loyal
1775,one_and_done
1776,loyal
1777,sudden_churner
1778,gradual_churner
1779,sudden_churner
1780,loyal
1781,gradual_churner
1782,gradual_churner
1783,casual
1784,loyal
1785,loyal
1786,loyal
1787,casual
1788,gradual_churner
1789,one_and_done
1790,gradual_churner
1791,one_and_done
1792,one_and_done
1793,loyal
1794,casual
1795,gradual_churner
1796,one_and_done
1797,gradual_churner
1798,loyal
1799,sudden_churner
1800,casual
1801,sudden_churner
1802,loyal
1803,one_and_done
1804,gradual_churner
1805,casual
1806,gradual_churner
